pred_Bio,pred_Bird,pred_SongB,pred_DGS,pred_Anth,pred_Bug,pred_Grous,pred_Airc,pred_Sil,Length,Anth,Bio,Geo,Sil,Auto,Airc,Bird,Bug,Wind,Rain,SongB,DGS,Grous,SeaB,ShorB,Mosq,Fly,start_date_time,end_date_time,set
14.121506,13.446572,12.750855,-2.7379568,-3.9945588,-3.1712632,0.8803048,-4.667988,-16.794,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:03:10.000000,2019-05-20T07:03:20.000000,test
13.050566,11.859931,9.759701,-3.057474,-4.285295,-3.0145411,-1.941888,-5.0973644,-15.390443,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:03:20.000000,2019-05-20T07:03:30.000000,test
4.7530546,3.9046845,0.4608531,-3.1414518,-4.0858703,-2.2938652,-2.187984,-4.994714,-5.517628,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:03:50.000000,2019-05-20T07:04:00.000000,test
23.030344,23.417336,7.638085,-2.8180368,-3.141246,-5.044661,11.726151,-3.9211085,-29.557508,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:04:00.000000,2019-05-20T07:04:10.000000,test
14.983029,14.2653675,10.021856,-2.0430577,-3.5983934,-3.0049021,3.3946774,-4.2837887,-18.350334,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:04:10.000000,2019-05-20T07:04:20.000000,test
15.354585,14.087263,8.234843,0.18042809,-4.7529254,-3.1474514,-0.668084,-5.411832,-17.991634,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:04:20.000000,2019-05-20T07:04:30.000000,test
12.146608,11.398546,9.454828,-2.0658941,-4.004853,-3.4638143,-1.9153013,-4.8023205,-14.41155,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:04:40.000000,2019-05-20T07:04:50.000000,test
29.572445,28.142376,4.2129874,-3.4535148,-2.8130722,-4.229017,14.887069,-3.5717168,-38.413357,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:04:50.000000,2019-05-20T07:05:00.000000,test
10.772976,9.727841,3.9432125,-2.2241514,-3.9934728,-2.9267468,0.6973169,-4.837433,-13.263801,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:05:00.000000,2019-05-20T07:05:10.000000,test
15.223744,13.649479,6.2570524,-3.3024914,-3.6208718,-2.1157727,6.3788376,-4.3925705,-19.246773,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:05:10.000000,2019-05-20T07:05:20.000000,test
24.229727,23.6884,-1.1673537,-3.0829604,-2.5491648,-4.858539,12.936935,-3.2718148,-31.668129,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:05:20.000000,2019-05-20T07:05:30.000000,test
16.087078,15.665642,6.730152,-3.2413423,-2.9404118,-3.5975122,7.599725,-3.7081923,-20.932508,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:06:00.000000,2019-05-20T07:06:10.000000,test
13.736643,12.696542,8.132937,-1.899523,-3.6701179,-3.11847,-0.4037714,-4.3809175,-16.481676,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:06:10.000000,2019-05-20T07:06:20.000000,test
21.785082,21.994078,9.473521,-1.2546217,-3.463473,-4.912097,10.477784,-4.0689073,-27.772326,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:06:20.000000,2019-05-20T07:06:30.000000,test
21.227247,20.381586,1.2548062,-2.4792554,-2.368975,-3.9152403,10.711776,-3.1207898,-27.76347,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:06:30.000000,2019-05-20T07:06:40.000000,test
17.154291,16.893633,2.7674923,-2.353302,-2.2332544,-3.9022086,8.68409,-2.9227867,-22.590832,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:06:40.000000,2019-05-20T07:06:50.000000,test
24.826096,24.418701,1.73955,-3.2946692,-0.9442426,-5.0758543,13.235016,-1.6578329,-33.30329,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:06:50.000000,2019-05-20T07:07:00.000000,test
14.683857,15.191293,3.992159,-3.0247495,-3.1579568,-4.4777946,7.7502756,-4.000233,-19.14193,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:07:15.000000,2019-05-20T07:07:25.000000,test
9.267351,8.688256,7.5768895,-3.1160579,-3.883505,-3.1311922,-0.99327004,-4.766128,-11.1702585,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:07:25.000000,2019-05-20T07:07:35.000000,test
7.7149515,7.0346065,3.5335698,-2.4515376,-3.7415135,-3.0459266,-1.2156926,-4.680375,-9.4938,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:07:35.000000,2019-05-20T07:07:45.000000,test
22.959827,24.478241,5.1242814,-2.5538366,-3.2102606,-6.792407,12.883922,-4.084182,-30.071629,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:07:45.000000,2019-05-20T07:07:55.000000,test
10.645345,10.277415,10.16117,-2.5675812,-3.9813983,-3.2500412,0.09848142,-4.7618947,-12.78633,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:07:55.000000,2019-05-20T07:08:05.000000,test
11.642385,11.092281,8.2255335,-0.684772,-4.123686,-3.259387,0.8195338,-4.8275466,-14.068924,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:08:05.000000,2019-05-20T07:08:15.000000,test
13.822806,14.302202,6.9909945,-2.284198,-3.933911,-4.368303,6.7584496,-4.797052,-17.799328,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:08:15.000000,2019-05-20T07:08:25.000000,test
9.096411,8.4063635,5.8424745,-2.520923,-3.415085,-3.060851,-1.0505655,-4.260151,-11.140302,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:08:25.000000,2019-05-20T07:08:35.000000,test
9.965648,10.100402,5.765719,-2.2660275,-3.9502366,-3.8323786,4.602851,-4.7717543,-12.943525,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:08:35.000000,2019-05-20T07:08:45.000000,test
11.637823,10.827838,7.219928,-1.6460264,-3.7262452,-3.1302347,0.5040479,-4.450895,-14.1379175,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:08:45.000000,2019-05-20T07:08:55.000000,test
9.398776,8.397067,5.9031625,-3.3136628,-3.3970904,-3.058981,-2.311331,-4.3122687,-11.430492,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:08:55.000000,2019-05-20T07:09:05.000000,test
12.97156,11.9197235,7.742645,-2.3104138,-4.04562,-3.0681896,-0.29771197,-4.8557725,-15.638053,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:09:05.000000,2019-05-20T07:09:15.000000,test
16.57169,14.143454,5.147262,-2.4322426,-4.1475897,-3.2598524,-3.340326,-5.050356,-20.061275,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:09:15.000000,2019-05-20T07:09:25.000000,test
9.499779,8.93356,4.19577,-1.1640851,-4.3455386,-3.2891083,-0.9211454,-5.103761,-11.162543,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:09:25.000000,2019-05-20T07:09:35.000000,test
9.288435,8.396393,2.2708058,-1.3516521,-3.703663,-3.3398151,-2.3447945,-4.6160126,-11.327032,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:09:35.000000,2019-05-20T07:09:40.000000,test
15.989533,15.777417,4.447605,-2.3352103,-3.5773287,-3.9236379,7.8431787,-4.3166904,-20.48485,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:09:50.000000,2019-05-20T07:10:00.000000,test
16.842257,16.65915,11.578457,-3.7808573,-4.6710987,-4.6328454,7.8323507,-5.497797,-21.659992,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:10:00.000000,2019-05-20T07:10:10.000000,test
16.163181,16.715405,2.9881358,-3.6329484,-3.1734083,-5.36807,9.084097,-4.009468,-21.615582,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:10:10.000000,2019-05-20T07:10:20.000000,test
15.837286,15.838334,10.395987,-3.7613614,-4.1315346,-4.6856127,7.5780764,-4.998266,-20.767784,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:10:20.000000,2019-05-20T07:10:30.000000,test
15.682524,13.836623,8.435371,-2.6542604,-4.4944696,-3.8585808,-3.8694072,-5.365201,-18.650187,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:10:30.000000,2019-05-20T07:10:40.000000,test
11.41782,10.975431,10.305889,-2.504405,-4.4059052,-3.875105,-2.1901126,-5.28414,-13.508795,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:10:40.000000,2019-05-20T07:10:50.000000,test
10.447922,10.901928,3.9949088,-3.7324114,-4.424758,-4.4791365,5.697115,-5.4247084,-13.891167,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:10:50.000000,2019-05-20T07:11:00.000000,test
10.296162,10.285401,5.7727456,-2.1477206,-4.949262,-3.7763567,4.748063,-5.784319,-13.057429,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:11:00.000000,2019-05-20T07:11:10.000000,test
13.861301,13.990555,7.2301745,-1.5964683,-3.573602,-4.0250373,6.4165573,-4.234339,-17.779148,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:11:10.000000,2019-05-20T07:11:20.000000,test
11.855135,11.280059,10.442713,-2.7862265,-3.5266106,-3.7861228,-1.9833686,-4.386628,-14.439152,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:11:20.000000,2019-05-20T07:11:30.000000,test
12.65445,11.704749,7.8676343,-2.2586603,-3.7297783,-3.6948338,-1.2380714,-4.5486927,-15.45435,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:11:30.000000,2019-05-20T07:11:40.000000,test
15.013549,13.510851,6.9801726,-2.1163135,-4.4654427,-4.0747547,-2.7353482,-5.3924594,-18.166138,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:11:40.000000,2019-05-20T07:11:50.000000,test
9.02151,8.209656,4.652701,-3.2924244,-4.315899,-3.6140165,-2.8878083,-5.401203,-11.02332,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:12:00.000000,2019-05-20T07:12:10.000000,test
8.874277,9.147655,1.95567,-2.2916515,-4.156444,-3.994092,4.641947,-5.0478144,-11.609588,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:12:10.000000,2019-05-20T07:12:20.000000,test
5.1505017,4.79153,1.9689089,-2.3080564,-4.1352086,-3.1580594,-2.0975065,-5.131302,-6.2339892,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:12:20.000000,2019-05-20T07:12:25.000000,test
9.407807,8.537702,5.029504,-3.1131463,-4.7180843,-3.7551978,-2.283762,-5.8283215,-11.490929,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:12:40.000000,2019-05-20T07:12:50.000000,test
7.44345,7.332685,7.1757417,-2.7469513,-4.380992,-3.836834,-2.8682995,-5.3578353,-8.7403755,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:12:50.000000,2019-05-20T07:13:00.000000,test
9.589772,9.3238735,8.211739,-2.8604472,-4.4250765,-4.123086,-2.238614,-5.423551,-11.570821,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:13:00.000000,2019-05-20T07:13:10.000000,test
11.605334,11.09208,7.0883617,-1.8316875,-3.9953227,-4.314104,-2.9149346,-4.912006,-14.051095,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:13:10.000000,2019-05-20T07:13:20.000000,test
13.428147,12.89116,9.179269,-3.6392114,-4.5739565,-4.3909836,1.2536166,-5.564065,-16.80924,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:13:20.000000,2019-05-20T07:13:30.000000,test
18.982368,19.092512,5.949119,-3.6898265,-3.152344,-5.3067894,10.005797,-3.9730995,-25.235104,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:13:30.000000,2019-05-20T07:13:40.000000,test
10.288506,9.851927,9.55524,-2.8565736,-4.1837244,-3.6763794,-2.5178757,-5.0612864,-12.128618,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:13:40.000000,2019-05-20T07:13:45.000000,test
9.305896,9.111183,7.283152,-2.048802,-4.3990073,-3.9242675,-2.0225694,-5.282895,-10.997797,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:13:50.000000,2019-05-20T07:14:00.000000,test
14.972247,14.685282,7.511414,-2.7592864,-4.587265,-4.1238127,7.108469,-5.368129,-19.276018,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:14:00.000000,2019-05-20T07:14:10.000000,test
16.02016,16.727879,5.354609,-3.091788,-3.9283466,-5.701745,8.715669,-4.8077846,-21.14333,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:14:10.000000,2019-05-20T07:14:20.000000,test
12.668661,12.032716,10.372664,-3.1208782,-4.7233887,-4.160099,-1.7067789,-5.678112,-15.201794,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:14:20.000000,2019-05-20T07:14:30.000000,test
15.986518,14.74146,10.901576,-3.6689467,-4.8160152,-4.155937,-1.9247916,-5.753722,-19.245626,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:15:45.000000,2019-05-20T07:15:55.000000,test
12.2634115,12.336164,8.05348,-2.9382935,-3.826285,-4.2373166,5.681348,-4.648097,-16.022493,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:15:55.000000,2019-05-20T07:16:05.000000,test
6.622659,6.126286,2.4389915,-3.210362,-4.1715355,-3.5467443,-2.154163,-5.2660937,-8.173972,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:16:05.000000,2019-05-20T07:16:10.000000,test
15.181948,13.96463,11.03457,-2.5598757,-4.4814157,-3.9841623,-3.745383,-5.297749,-17.888653,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:16:25.000000,2019-05-20T07:16:35.000000,test
7.121449,6.661047,2.1733203,-3.4956126,-3.8681805,-3.8558295,-2.5175776,-5.0026984,-8.980671,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:16:35.000000,2019-05-20T07:16:40.000000,test
7.5914907,7.3806043,3.9179678,-2.070917,-4.0658946,-3.8623962,-2.004518,-5.080316,-9.312815,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:17:00.000000,2019-05-20T07:17:10.000000,test
23.923447,24.791246,0.5542337,-3.377656,-2.834501,-6.91842,13.695654,-3.6323771,-31.664448,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:17:15.000000,2019-05-20T07:17:25.000000,test
8.425771,7.902307,5.43664,-2.0653071,-4.009802,-3.6270235,-3.0814664,-4.9627495,-10.074237,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:17:55.000000,2019-05-20T07:18:05.000000,test
13.823061,12.914093,10.426842,-3.1019812,-4.6378064,-3.9466693,-1.9433787,-5.5552692,-16.543844,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:18:05.000000,2019-05-20T07:18:15.000000,test
8.366965,7.922256,6.379516,-3.5452008,-3.6576192,-3.7539365,-2.8448195,-4.708843,-10.32074,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:18:15.000000,2019-05-20T07:18:25.000000,test
16.096268,16.487637,7.5060697,-3.5427034,-3.3057027,-5.262337,8.286403,-4.1121445,-21.304619,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2019-05-20T07:18:25.000000,2019-05-20T07:18:35.000000,test
11.686689,10.2899065,1.9187604,-2.6813397,-4.3764496,-3.0832167,0.8199321,-5.349043,-14.620182,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T07:19:00.000000,2019-05-20T07:19:10.000000,test
